Date,Venue,Crowd,round,year,Home,Away,Home Score,Away Score,target,pf_home,pa_home,game played_home,per_home,s_round_home,position_home,pf_away,pa_away,game played_away,per_away,s_round_away,position_away,result_home_l5,pf_home_l5,pa_home_l5,game played_home_l5,result_away_l5,pf_away_l5,pa_away_l5,game played_away_l5
Sun 17 Apr 2:10pm,Gabba,12111.0,4,2011,GCS,MEL,69.0,159.0,False,103.0,293.0,2.0,0.3515358361774744,4.0,17.0,243.0,277.0,3.0,0.8772563176895307,4.0,10.0,0.0,103.0,293.0,2.0,6.0,243.0,277.0,3.0
Sun 17 Apr 2:40pm,Domain Stadium,34779.0,4,2011,FRE,NTH,127.0,98.0,False,251.0,235.0,3.0,1.0680851063829788,4.0,8.0,144.0,235.0,2.0,0.6127659574468085,4.0,15.0,8.0,251.0,235.0,3.0,0.0,144.0,235.0,2.0
Thu 21 Apr 7:40pm,Gabba,22543.0,5,2011,BRL,STK,76.0,89.0,False,208.0,299.0,3.0,0.6956521739130435,5.0,15.0,226.0,279.0,3.0,0.8100358422939068,5.0,13.0,0.0,208.0,299.0,3.0,2.0,226.0,279.0,3.0
Sat 23 Apr 2:40pm,AAMI Stadium,21287.0,5,2011,POR,GCS,101.0,104.0,False,319.0,459.0,4.0,0.6949891067538126,5.0,12.0,172.0,452.0,3.0,0.3805309734513274,5.0,17.0,4.0,319.0,459.0,4.0,0.0,172.0,452.0,3.0
Sat 23 Apr 7:10pm,Marvel Stadium,37607.0,5,2011,CAR,ADE,85.0,79.0,False,428.0,317.0,4.0,1.3501577287066246,5.0,5.0,225.0,262.0,3.0,0.8587786259541985,5.0,11.0,10.0,428.0,317.0,4.0,4.0,225.0,262.0,3.0
Sun 24 Apr 4:40pm,Marvel Stadium,36461.0,5,2011,NTH,RCH,103.0,112.0,False,242.0,362.0,3.0,0.6685082872928176,5.0,16.0,321.0,475.0,4.0,0.6757894736842105,5.0,14.0,0.0,242.0,362.0,3.0,2.0,321.0,475.0,4.0
Mon 25 Apr 2:40pm,MCG,89626.0,5,2011,ESS,COL,77.0,107.0,False,421.0,319.0,4.0,1.3197492163009403,5.0,6.0,561.0,300.0,4.0,1.87,5.0,1.0,10.0,421.0,319.0,4.0,16.0,561.0,300.0,4.0
Mon 25 Apr 6:40pm,Domain Stadium,37551.0,5,2011,FRE,WBD,85.0,78.0,False,378.0,333.0,4.0,1.135135135135135,5.0,4.0,303.0,209.0,3.0,1.4497607655502391,5.0,9.0,12.0,378.0,333.0,4.0,8.0,303.0,209.0,3.0
Tue 26 Apr 2:40pm,MCG,78579.0,5,2011,HAW,GEE,98.0,117.0,False,394.0,299.0,4.0,1.3177257525083612,5.0,3.0,340.0,222.0,4.0,1.5315315315315314,5.0,2.0,12.0,394.0,299.0,4.0,16.0,340.0,222.0,4.0
Thu 28 Apr 6:40pm,Domain Stadium,36298.0,6,2011,WCE,MEL,106.0,52.0,False,361.0,359.0,4.0,1.0055710306406684,6.0,10.0,402.0,346.0,4.0,1.1618497109826589,6.0,7.0,8.0,361.0,359.0,4.0,10.0,402.0,346.0,4.0
Fri 29 Apr 7:40pm,SCG,28081.0,6,2011,SYD,CAR,71.0,87.0,False,337.0,346.0,4.0,0.9739884393063584,6.0,8.0,513.0,396.0,5.0,1.2954545454545454,6.0,4.0,10.0,337.0,346.0,4.0,14.0,513.0,396.0,5.0
Sat 30 Apr 2:10pm,Marvel Stadium,16014.0,6,2011,NTH,POR,133.0,73.0,False,345.0,474.0,4.0,0.7278481012658228,6.0,17.0,420.0,563.0,5.0,0.7460035523978685,6.0,14.0,0.0,345.0,474.0,4.0,4.0,420.0,563.0,5.0
Sat 30 Apr 7:10pm,AAMI Stadium,33854.0,6,2011,ADE,STK,90.0,71.0,False,304.0,347.0,4.0,0.8760806916426513,6.0,13.0,315.0,355.0,4.0,0.8873239436619719,6.0,11.0,4.0,304.0,347.0,4.0,6.0,315.0,355.0,4.0
Sat 30 Apr 7:10pm,MCG,37438.0,6,2011,RCH,BRL,124.0,98.0,False,433.0,578.0,5.0,0.7491349480968859,6.0,12.0,284.0,388.0,4.0,0.7319587628865979,6.0,16.0,6.0,433.0,578.0,5.0,0.0,284.0,388.0,4.0
Sun 1 May 1:10pm,Marvel Stadium,33710.0,6,2011,ESS,GCS,197.0,58.0,False,498.0,426.0,5.0,1.1690140845070423,6.0,6.0,276.0,553.0,4.0,0.49909584086799275,6.0,15.0,10.0,498.0,426.0,5.0,4.0,276.0,553.0,4.0
Sun 1 May 4:40pm,MCG,53776.0,6,2011,COL,WBD,105.0,57.0,False,668.0,377.0,5.0,1.7718832891246685,6.0,1.0,381.0,294.0,4.0,1.2959183673469388,6.0,9.0,20.0,668.0,377.0,5.0,8.0,381.0,294.0,4.0
Fri 6 May 8:10pm,AAMI Stadium,21819.0,7,2011,POR,HAW,72.0,104.0,False,493.0,696.0,6.0,0.7083333333333334,7.0,15.0,492.0,416.0,5.0,1.1826923076923077,7.0,6.0,4.0,413.0,541.0,5.0,12.0,407.0,311.0,4.0
Sat 7 May 1:10pm,Manuka Oval,10184.0,7,2011,WBD,SYD,65.0,73.0,False,438.0,399.0,5.0,1.0977443609022557,7.0,11.0,408.0,433.0,5.0,0.9422632794457275,7.0,9.0,8.0,380.0,286.0,4.0,8.0,324.0,349.0,4.0
Sat 7 May 2:10pm,GMHBA Stadium,23669.0,7,2011,GEE,NTH,127.0,61.0,False,457.0,320.0,5.0,1.428125,7.0,2.0,478.0,547.0,5.0,0.8738574040219378,7.0,14.0,16.0,409.0,273.0,4.0,4.0,390.0,455.0,4.0
Sat 7 May 4:10pm,MCG,34090.0,7,2011,RCH,FRE,148.0,99.0,False,557.0,676.0,6.0,0.8239644970414202,7.0,10.0,463.0,411.0,5.0,1.1265206812652069,7.0,4.0,10.0,473.0,572.0,5.0,12.0,369.0,319.0,4.0
Sat 7 May 7:10pm,Gabba,25501.0,7,2011,GCS,BRL,124.0,116.0,False,334.0,750.0,5.0,0.44533333333333336,7.0,16.0,382.0,512.0,5.0,0.74609375,7.0,17.0,4.0,334.0,750.0,5.0,0.0,290.0,418.0,4.0
Sun 8 May 1:10pm,Marvel Stadium,33631.0,7,2011,ESS,WCE,106.0,90.0,False,695.0,484.0,6.0,1.4359504132231404,7.0,5.0,467.0,411.0,5.0,1.1362530413625305,7.0,7.0,10.0,582.0,426.0,5.0,8.0,375.0,323.0,4.0
Sun 8 May 2:10pm,MCG,19987.0,7,2011,MEL,ADE,149.0,53.0,False,454.0,452.0,5.0,1.0044247787610618,7.0,8.0,394.0,418.0,5.0,0.9425837320574163,7.0,12.0,8.0,370.0,368.0,4.0,4.0,289.0,333.0,4.0
Mon 9 May 7:20pm,Marvel Stadium,41576.0,7,2011,STK,CAR,81.0,84.0,False,386.0,445.0,5.0,0.8674157303370786,7.0,13.0,600.0,467.0,6.0,1.284796573875803,7.0,3.0,6.0,339.0,397.0,4.0,14.0,496.0,383.0,5.0
Fri 13 May 7:40pm,MCG,81691.0,8,2011,GEE,COL,65.0,62.0,False,584.0,381.0,6.0,1.5328083989501313,8.0,2.0,773.0,434.0,6.0,1.7811059907834101,8.0,1.0,16.0,447.0,256.0,4.0,16.0,475.0,298.0,4.0
Sat 14 May 2:10pm,Marvel Stadium,23536.0,8,2011,NTH,MEL,124.0,83.0,False,539.0,674.0,6.0,0.7997032640949555,8.0,15.0,603.0,505.0,6.0,1.194059405940594,8.0,7.0,4.0,395.0,439.0,4.0,12.0,442.0,299.0,4.0
Sat 14 May 2:40pm,AAMI Stadium,36056.0,8,2011,ADE,GCS,130.0,73.0,False,447.0,567.0,6.0,0.7883597883597884,8.0,12.0,458.0,866.0,6.0,0.5288683602771362,8.0,13.0,4.0,342.0,482.0,5.0,8.0,406.0,695.0,5.0
Sat 14 May 7:10pm,Gabba,24921.0,8,2011,BRL,ESS,66.0,102.0,False,498.0,636.0,6.0,0.7830188679245284,8.0,17.0,801.0,574.0,7.0,1.3954703832752613,8.0,4.0,0.0,361.0,419.0,4.0,14.0,595.0,418.0,5.0
Sat 14 May 7:10pm,SCG,20719.0,8,2011,SYD,POR,121.0,59.0,False,481.0,498.0,6.0,0.9658634538152611,8.0,8.0,565.0,800.0,7.0,0.70625,8.0,16.0,8.0,299.0,321.0,4.0,4.0,387.0,529.0,5.0
Sun 15 May 1:10pm,MCG,42453.0,8,2011,HAW,STK,99.0,69.0,False,596.0,488.0,6.0,1.221311475409836,8.0,5.0,467.0,529.0,6.0,0.8827977315689981,8.0,14.0,12.0,389.0,306.0,4.0,4.0,325.0,386.0,4.0
Sun 15 May 2:10pm,Marvel Stadium,39141.0,8,2011,WBD,RCH,153.0,118.0,False,503.0,472.0,6.0,1.0656779661016949,8.0,11.0,705.0,775.0,7.0,0.9096774193548387,8.0,9.0,4.0,322.0,314.0,4.0,12.0,526.0,576.0,5.0
Sun 15 May 2:40pm,Domain Stadium,40567.0,8,2011,WCE,FRE,96.0,63.0,False,557.0,517.0,6.0,1.0773694390715667,8.0,10.0,562.0,559.0,6.0,1.0053667262969588,8.0,6.0,4.0,349.0,331.0,4.0,12.0,390.0,378.0,4.0
Fri 20 May 7:40pm,Marvel Stadium,48429.0,9,2011,CAR,GEE,100.0,102.0,False,684.0,548.0,7.0,1.2481751824817517,9.0,4.0,649.0,443.0,7.0,1.4650112866817155,9.0,1.0,14.0,335.0,310.0,4.0,16.0,390.0,275.0,4.0
Sat 21 May 2:10pm,Marvel Stadium,28863.0,9,2011,STK,MEL,106.0,86.0,False,536.0,628.0,7.0,0.8535031847133758,9.0,15.0,686.0,629.0,7.0,1.0906200317965025,9.0,9.0,4.0,310.0,349.0,4.0,8.0,443.0,352.0,4.0
Sat 21 May 2:40pm,AAMI Stadium,16274.0,9,2011,POR,FRE,90.0,142.0,False,624.0,921.0,8.0,0.6775244299674267,9.0,16.0,625.0,655.0,7.0,0.9541984732824428,9.0,8.0,4.0,403.0,528.0,5.0,8.0,374.0,420.0,4.0
Sat 21 May 7:10pm,Gabba,18404.0,9,2011,BRL,NTH,73.0,59.0,False,564.0,738.0,7.0,0.7642276422764228,9.0,17.0,663.0,757.0,7.0,0.8758256274768824,9.0,13.0,0.0,356.0,439.0,4.0,8.0,519.0,522.0,5.0
Sat 21 May 7:40pm,MCG,83563.0,9,2011,RCH,ESS,105.0,89.0,False,823.0,928.0,8.0,0.8868534482758621,9.0,10.0,903.0,640.0,8.0,1.4109375,9.0,3.0,12.0,592.0,614.0,5.0,14.0,561.0,400.0,5.0
Sun 22 May 1:10pm,Marvel Stadium,38849.0,9,2011,COL,ADE,135.0,92.0,False,835.0,499.0,7.0,1.6733466933867736,9.0,2.0,577.0,640.0,7.0,0.9015625,9.0,12.0,12.0,435.0,289.0,4.0,8.0,418.0,476.0,5.0
Sun 22 May 2:10pm,SCG,33136.0,9,2011,SYD,HAW,60.0,106.0,False,602.0,557.0,7.0,1.0807899461400359,9.0,6.0,695.0,557.0,7.0,1.2477558348294435,9.0,5.0,8.0,319.0,292.0,4.0,12.0,373.0,323.0,4.0
Sun 22 May 2:40pm,Domain Stadium,37308.0,9,2011,WCE,WBD,175.0,52.0,False,653.0,580.0,7.0,1.1258620689655172,9.0,7.0,656.0,590.0,7.0,1.111864406779661,9.0,11.0,8.0,357.0,293.0,4.0,4.0,353.0,381.0,4.0
Fri 27 May 7:40pm,MCG,47464.0,10,2011,MEL,CAR,46.0,93.0,False,772.0,735.0,8.0,1.0503401360544218,10.0,10.0,784.0,650.0,8.0,1.2061538461538461,10.0,5.0,4.0,370.0,389.0,4.0,12.0,356.0,333.0,4.0
Sat 28 May 1:10pm,Domain Stadium,35483.0,10,2011,FRE,STK,56.0,102.0,False,767.0,745.0,8.0,1.0295302013422818,10.0,7.0,642.0,714.0,8.0,0.8991596638655462,10.0,13.0,8.0,389.0,412.0,4.0,8.0,416.0,435.0,5.0
Sat 28 May 2:10pm,Marvel Stadium,24267.0,10,2011,NTH,SYD,71.0,72.0,False,722.0,830.0,8.0,0.8698795180722891,10.0,14.0,662.0,663.0,8.0,0.9984917043740573,10.0,8.0,8.0,480.0,468.0,5.0,8.0,325.0,317.0,4.0
Sat 28 May 7:10pm,Heritage Bank Stadium,21485.0,10,2011,GCS,GEE,73.0,139.0,False,531.0,996.0,7.0,0.5331325301204819,10.0,15.0,751.0,543.0,8.0,1.3830570902394106,10.0,1.0,8.0,359.0,544.0,4.0,16.0,411.0,321.0,4.0
Sat 28 May 8:10pm,TIO Stadium,11506.0,10,2011,RCH,POR,74.0,89.0,False,928.0,1017.0,9.0,0.9124877089478859,10.0,9.0,714.0,1063.0,9.0,0.6716839134524929,10.0,17.0,16.0,607.0,542.0,5.0,0.0,395.0,604.0,5.0
Sun 29 May 12:40pm,AAMI Stadium,34583.0,10,2011,ADE,BRL,61.0,101.0,False,669.0,775.0,8.0,0.863225806451613,10.0,12.0,637.0,797.0,8.0,0.7992471769134254,10.0,16.0,8.0,444.0,513.0,5.0,4.0,429.0,498.0,5.0
Sun 29 May 2:10pm,MCG,52560.0,10,2011,COL,WCE,105.0,53.0,False,970.0,591.0,8.0,1.6412859560067683,10.0,2.0,828.0,632.0,8.0,1.3101265822784811,10.0,6.0,12.0,409.0,291.0,4.0,12.0,467.0,273.0,4.0
Sun 29 May 4:40pm,Marvel Stadium,30747.0,10,2011,WBD,HAW,62.0,91.0,False,708.0,765.0,8.0,0.9254901960784314,10.0,11.0,801.0,617.0,8.0,1.2982171799027553,10.0,3.0,4.0,405.0,556.0,5.0,12.0,407.0,318.0,4.0
Fri 3 Jun 7:40pm,MCG,53077.0,11,2011,ESS,MEL,68.0,101.0,False,992.0,745.0,9.0,1.3315436241610739,11.0,5.0,818.0,828.0,9.0,0.9879227053140096,11.0,10.0,12.0,494.0,319.0,4.0,4.0,416.0,482.0,5.0
Sat 4 Jun 1:10pm,Domain Stadium,36815.0,11,2011,WCE,GCS,85.0,67.0,False,881.0,737.0,9.0,1.1953867028493894,11.0,7.0,604.0,1135.0,8.0,0.5321585903083701,11.0,17.0,12.0,520.0,378.0,5.0,4.0,328.0,582.0,4.0
Sat 4 Jun 2:10pm,GMHBA Stadium,25078.0,11,2011,GEE,WBD,148.0,87.0,False,890.0,616.0,9.0,1.4448051948051948,11.0,1.0,770.0,856.0,9.0,0.8995327102803738,11.0,12.0,16.0,433.0,296.0,4.0,4.0,389.0,562.0,5.0
Sat 4 Jun 7:10pm,Gabba,22150.0,11,2011,BRL,SYD,51.0,116.0,False,738.0,858.0,9.0,0.8601398601398601,11.0,15.0,734.0,734.0,9.0,1.0,11.0,6.0,8.0,454.0,470.0,5.0,12.0,397.0,388.0,5.0
Sat 4 Jun 7:10pm,MCG,62991.0,11,2011,COL,STK,108.0,51.0,False,1075.0,644.0,9.0,1.6692546583850931,11.0,2.0,744.0,770.0,9.0,0.9662337662337662,11.0,11.0,12.0,407.0,267.0,4.0,8.0,429.0,415.0,5.0
Sun 5 Jun 1:10pm,MCG,31925.0,11,2011,HAW,FRE,111.0,89.0,False,892.0,679.0,9.0,1.3136966126656848,11.0,3.0,823.0,847.0,9.0,0.9716646989374262,11.0,8.0,16.0,400.0,263.0,4.0,4.0,360.0,436.0,4.0
Sun 5 Jun 2:10pm,Marvel Stadium,18185.0,11,2011,NTH,ADE,115.0,68.0,False,793.0,902.0,9.0,0.8791574279379157,11.0,14.0,730.0,876.0,9.0,0.8333333333333334,11.0,13.0,8.0,448.0,428.0,5.0,8.0,426.0,529.0,5.0
Sun 5 Jun 4:10pm,AAMI Stadium,23192.0,11,2011,POR,CAR,49.0,111.0,False,803.0,1137.0,10.0,0.7062445030782761,11.0,16.0,877.0,696.0,9.0,1.2600574712643677,11.0,4.0,4.0,383.0,574.0,5.0,12.0,364.0,300.0,4.0
Fri 10 Jun 7:40pm,Marvel Stadium,31237.0,12,2011,STK,WBD,81.0,57.0,False,795.0,878.0,10.0,0.9054669703872438,12.0,11.0,857.0,1004.0,10.0,0.853585657370518,12.0,13.0,8.0,409.0,433.0,5.0,4.0,419.0,605.0,5.0
Sat 11 Jun 2:40pm,AAMI Stadium,31412.0,12,2011,ADE,WCE,67.0,106.0,False,798.0,991.0,10.0,0.805247225025227,12.0,14.0,966.0,804.0,10.0,1.2014925373134329,12.0,6.0,4.0,404.0,573.0,5.0,12.0,499.0,393.0,5.0
Sat 11 Jun 7:10pm,MCG,63476.0,12,2011,GEE,HAW,88.0,83.0,False,1038.0,703.0,10.0,1.476529160739687,12.0,1.0,1003.0,768.0,10.0,1.3059895833333333,12.0,3.0,20.0,581.0,383.0,5.0,20.0,511.0,352.0,5.0
Sat 11 Jun 7:10pm,Heritage Bank Stadium,14945.0,12,2011,GCS,NTH,63.0,122.0,False,671.0,1220.0,9.0,0.55,12.0,17.0,908.0,970.0,10.0,0.9360824742268041,12.0,12.0,4.0,337.0,470.0,4.0,8.0,430.0,423.0,5.0
Sun 12 Jun 1:10pm,Marvel Stadium,43617.0,12,2011,CAR,BRL,124.0,63.0,False,988.0,745.0,10.0,1.3261744966442952,12.0,4.0,789.0,974.0,10.0,0.8100616016427105,12.0,15.0,12.0,388.0,278.0,4.0,8.0,407.0,462.0,5.0
Sun 12 Jun 2:10pm,SCG,23782.0,12,2011,SYD,RCH,75.0,65.0,False,850.0,785.0,10.0,1.0828025477707006,12.0,5.0,1002.0,1106.0,10.0,0.9059674502712477,12.0,10.0,16.0,442.0,352.0,5.0,8.0,445.0,430.0,4.0
Sun 12 Jun 2:40pm,Domain Stadium,35824.0,12,2011,FRE,ESS,98.0,64.0,False,912.0,958.0,10.0,0.9519832985386222,12.0,8.0,1060.0,846.0,10.0,1.2529550827423168,12.0,7.0,4.0,449.0,547.0,5.0,8.0,365.0,362.0,4.0
Mon 13 Jun 2:10pm,MCG,75998.0,12,2011,MEL,COL,41.0,129.0,False,919.0,896.0,10.0,1.0256696428571428,12.0,9.0,1183.0,695.0,10.0,1.702158273381295,12.0,2.0,8.0,465.0,444.0,5.0,12.0,410.0,261.0,4.0
Fri 17 Jun 7:40pm,Marvel Stadium,19363.0,13,2011,WBD,ADE,100.0,70.0,False,914.0,1085.0,11.0,0.8423963133640553,13.0,13.0,865.0,1097.0,11.0,0.7885141294439381,13.0,14.0,4.0,411.0,613.0,5.0,4.0,418.0,530.0,5.0
Sat 18 Jun 2:10pm,UTAS Stadium,16377.0,13,2011,HAW,GCS,129.0,58.0,False,1086.0,856.0,11.0,1.2686915887850467,13.0,4.0,734.0,1342.0,10.0,0.5469448584202683,13.0,17.0,16.0,490.0,368.0,5.0,0.0,276.0,476.0,4.0
Sat 18 Jun 2:10pm,Marvel Stadium,42329.0,13,2011,ESS,NTH,90.0,111.0,False,1124.0,944.0,11.0,1.1906779661016949,13.0,8.0,1030.0,1033.0,11.0,0.9970958373668926,13.0,12.0,4.0,323.0,370.0,4.0,12.0,491.0,359.0,5.0
Sat 18 Jun 7:10pm,MCG,39539.0,13,2011,STK,GEE,72.0,100.0,False,876.0,935.0,11.0,0.9368983957219251,13.0,9.0,1126.0,786.0,11.0,1.4325699745547074,13.0,1.0,12.0,409.0,406.0,5.0,20.0,542.0,405.0,5.0
Sat 18 Jun 7:10pm,Gabba,21510.0,13,2011,BRL,RCH,94.0,125.0,False,852.0,1098.0,11.0,0.7759562841530054,13.0,15.0,1067.0,1181.0,11.0,0.903471634208298,13.0,11.0,8.0,354.0,462.0,5.0,4.0,362.0,406.0,4.0
Sun 19 Jun 1:10pm,MCG,19092.0,13,2011,MEL,FRE,149.0,60.0,False,960.0,1025.0,11.0,0.9365853658536586,13.0,10.0,1010.0,1022.0,11.0,0.9882583170254403,13.0,7.0,4.0,357.0,520.0,5.0,8.0,448.0,463.0,5.0
Sun 19 Jun 2:10pm,Marvel Stadium,42788.0,13,2011,CAR,SYD,100.0,66.0,False,1112.0,808.0,11.0,1.3762376237623761,13.0,3.0,925.0,850.0,11.0,1.088235294117647,13.0,5.0,12.0,428.0,260.0,4.0,16.0,444.0,352.0,5.0
Sun 19 Jun 2:40pm,Domain Stadium,35059.0,13,2011,WCE,POR,110.0,88.0,False,1072.0,871.0,11.0,1.2307692307692308,13.0,6.0,852.0,1248.0,11.0,0.6826923076923077,13.0,16.0,16.0,515.0,354.0,5.0,4.0,287.0,448.0,4.0
Fri 24 Jun 7:40pm,MCG,64537.0,14,2011,HAW,ESS,146.0,81.0,False,1215.0,914.0,12.0,1.3293216630196936,14.0,4.0,1214.0,1055.0,12.0,1.1507109004739335,14.0,8.0,16.0,520.0,357.0,5.0,0.0,311.0,415.0,4.0
Sat 25 Jun 2:10pm,MCG,61900.0,14,2011,RCH,MEL,91.0,118.0,False,1192.0,1275.0,12.0,0.9349019607843138,14.0,10.0,1109.0,1085.0,12.0,1.0221198156682028,14.0,9.0,8.0,369.0,347.0,4.0,8.0,423.0,456.0,5.0
Sat 25 Jun 2:10pm,Heritage Bank Stadium,16149.0,14,2011,GCS,WBD,88.0,110.0,False,792.0,1471.0,11.0,0.5384092454112849,14.0,17.0,1014.0,1155.0,12.0,0.8779220779220779,14.0,13.0,0.0,261.0,475.0,4.0,4.0,358.0,565.0,5.0
Sat 25 Jun 5:40pm,Domain Stadium,30330.0,14,2011,FRE,BRL,88.0,65.0,False,1070.0,1171.0,12.0,0.9137489325362937,14.0,7.0,946.0,1223.0,12.0,0.7735077677841373,14.0,15.0,8.0,445.0,516.0,5.0,8.0,382.0,485.0,5.0
Sat 25 Jun 7:10pm,Accor Stadium,38053.0,14,2011,SYD,COL,93.0,99.0,False,991.0,950.0,12.0,1.043157894736842,14.0,6.0,1312.0,736.0,11.0,1.7826086956521738,14.0,2.0,12.0,389.0,393.0,5.0,16.0,477.0,237.0,4.0
Sun 26 Jun 1:10pm,GMHBA Stadium,23246.0,14,2011,GEE,ADE,125.0,73.0,False,1226.0,858.0,12.0,1.4289044289044288,14.0,1.0,935.0,1197.0,12.0,0.7811194653299917,14.0,14.0,20.0,577.0,415.0,5.0,0.0,358.0,557.0,5.0
Sun 26 Jun 2:10pm,Marvel Stadium,38241.0,14,2011,CAR,WCE,67.0,103.0,False,1212.0,874.0,12.0,1.3867276887871853,14.0,3.0,1182.0,959.0,12.0,1.232533889468196,14.0,5.0,16.0,528.0,326.0,5.0,16.0,529.0,379.0,5.0
Sun 26 Jun 4:10pm,AAMI Stadium,17275.0,14,2011,POR,NTH,91.0,136.0,False,940.0,1358.0,12.0,0.6921944035346097,14.0,16.0,1141.0,1123.0,12.0,1.0160284951024043,14.0,11.0,4.0,316.0,437.0,4.0,12.0,478.0,366.0,5.0
Fri 1 Jul 7:40pm,Marvel Stadium,29516.0,15,2011,WBD,MEL,127.0,63.0,False,1124.0,1243.0,13.0,0.9042638777152051,15.0,12.0,1227.0,1176.0,13.0,1.0433673469387754,15.0,8.0,8.0,416.0,478.0,5.0,12.0,455.0,441.0,5.0
Sat 2 Jul 1:10pm,Domain Stadium,28646.0,15,2011,FRE,GCS,112.0,62.0,False,1158.0,1236.0,13.0,0.9368932038834952,15.0,7.0,880.0,1581.0,12.0,0.5566097406704618,15.0,17.0,8.0,391.0,491.0,5.0,0.0,349.0,585.0,5.0
Sat 2 Jul 2:10pm,MCG,59650.0,15,2011,RCH,CAR,81.0,184.0,False,1283.0,1393.0,13.0,0.9210337401292176,15.0,11.0,1279.0,977.0,13.0,1.3091095189355169,15.0,4.0,4.0,355.0,376.0,4.0,16.0,495.0,327.0,5.0
Sat 2 Jul 7:10pm,AAMI Stadium,23063.0,15,2011,ADE,SYD,57.0,50.0,False,1008.0,1322.0,13.0,0.762481089258699,15.0,14.0,1084.0,1049.0,13.0,1.0333651096282173,15.0,6.0,0.0,339.0,547.0,5.0,12.0,422.0,386.0,5.0
Sat 2 Jul 7:10pm,Marvel Stadium,43806.0,15,2011,ESS,GEE,115.0,111.0,False,1295.0,1201.0,13.0,1.0782681099084097,15.0,10.0,1351.0,931.0,13.0,1.4511278195488722,15.0,1.0,0.0,303.0,456.0,4.0,20.0,600.0,388.0,5.0
Sun 3 Jul 1:10pm,Gabba,17276.0,15,2011,BRL,POR,99.0,88.0,False,1011.0,1311.0,13.0,0.7711670480549199,15.0,15.0,1031.0,1494.0,13.0,0.6900937081659974,15.0,16.0,4.0,374.0,514.0,5.0,4.0,317.0,431.0,4.0
Sun 3 Jul 2:10pm,MCG,83985.0,15,2011,COL,HAW,106.0,65.0,False,1411.0,829.0,12.0,1.7020506634499397,15.0,2.0,1361.0,995.0,13.0,1.3678391959798994,15.0,3.0,16.0,441.0,238.0,4.0,16.0,560.0,378.0,5.0
Sun 3 Jul 4:40pm,Marvel Stadium,29693.0,15,2011,NTH,STK,70.0,79.0,False,1277.0,1214.0,13.0,1.0518945634266885,15.0,9.0,948.0,1035.0,12.0,0.9159420289855073,15.0,13.0,16.0,555.0,384.0,5.0,8.0,306.0,321.0,4.0
Fri 8 Jul 6:40pm,Domain Stadium,40164.0,16,2011,WCE,GEE,96.0,88.0,False,1285.0,1026.0,13.0,1.2524366471734893,16.0,5.0,1462.0,1046.0,14.0,1.3977055449330784,16.0,1.0,16.0,404.0,289.0,4.0,16.0,572.0,430.0,5.0
Sat 9 Jul 2:10pm,UTAS Stadium,14604.0,16,2011,HAW,BRL,105.0,63.0,False,1426.0,1101.0,14.0,1.2951861943687557,16.0,4.0,1110.0,1399.0,14.0,0.7934238741958541,16.0,15.0,12.0,534.0,422.0,5.0,4.0,372.0,541.0,5.0
Sat 9 Jul 7:10pm,Heritage Bank Stadium,16488.0,16,2011,GCS,SYD,36.0,106.0,False,942.0,1693.0,13.0,0.5564087418783225,16.0,17.0,1134.0,1106.0,14.0,1.0253164556962024,16.0,7.0,0.0,338.0,558.0,5.0,8.0,400.0,372.0,5.0
Sat 9 Jul 7:10pm,MCG,55442.0,16,2011,ESS,RCH,105.0,66.0,False,1410.0,1312.0,14.0,1.0746951219512195,16.0,8.0,1364.0,1577.0,14.0,0.8649334178820546,16.0,13.0,4.0,418.0,567.0,5.0,4.0,362.0,471.0,4.0
Sun 10 Jul 1:10pm,MCG,53601.0,16,2011,COL,NTH,147.0,30.0,False,1517.0,894.0,13.0,1.696868008948546,16.0,2.0,1347.0,1293.0,14.0,1.0417633410672853,16.0,10.0,16.0,442.0,250.0,4.0,16.0,554.0,391.0,5.0
Sun 10 Jul 2:40pm,AAMI Stadium,16887.0,16,2011,POR,STK,53.0,109.0,False,1119.0,1593.0,14.0,0.7024482109227872,16.0,16.0,1027.0,1105.0,13.0,0.9294117647058824,16.0,12.0,0.0,316.0,456.0,4.0,8.0,283.0,335.0,4.0
Sun 10 Jul 4:40pm,Marvel Stadium,38582.0,16,2011,WBD,CAR,96.0,69.0,False,1251.0,1306.0,14.0,0.9578866768759571,16.0,11.0,1463.0,1058.0,14.0,1.382797731568998,16.0,3.0,12.0,481.0,450.0,5.0,16.0,586.0,362.0,5.0
Fri 15 Jul 8:10pm,AAMI Stadium,38118.0,17,2011,ADE,ESS,73.0,84.0,False,1065.0,1372.0,14.0,0.7762390670553936,17.0,14.0,1515.0,1378.0,15.0,1.0994194484760522,17.0,8.0,4.0,267.0,381.0,4.0,8.0,455.0,532.0,5.0
Sat 16 Jul 2:10pm,Cazaly's Stadium,10832.0,17,2011,RCH,GCS,70.0,85.0,False,1430.0,1682.0,15.0,0.8501783590963139,17.0,13.0,978.0,1799.0,14.0,0.5436353529738743,17.0,17.0,4.0,428.0,576.0,5.0,0.0,307.0,579.0,5.0
Sat 16 Jul 2:10pm,MCG,85936.0,17,2011,CAR,COL,79.0,98.0,False,1532.0,1154.0,15.0,1.3275563258232235,17.0,4.0,1664.0,924.0,14.0,1.800865800865801,17.0,1.0,12.0,544.0,409.0,5.0,16.0,481.0,229.0,4.0
